transaction_id,date,product,region,channel,sales_rep,quantity,unit_price,revenue,cost,profit
TXN000422,2024-08-05,Product A,Middle East,Direct Sales,Rep_7,42,492.56,20687.52,13998.92,6688.6
TXN001050,2024-08-06,Product E,Middle East,Online,Rep_8,43,77.8,3345.4,2000.71,1344.69
TXN002661,2024-08-06,Product A,Latin America,Online,Rep_8,41,311.92,12788.72,5170.97,7617.75
TXN002953,2024-08-06,Product C,Asia,Online,Rep_1,42,378.41,15893.22,10905.54,4987.68
TXN003456,2024-08-06,Product C,Europe,Direct Sales,Rep_14,27,209.01,5643.27,2993.48,2649.79
TXN000378,2024-08-06,Product D,Asia,Online,Rep_4,43,131.82,5668.26,3265.39,2402.87
TXN004801,2024-08-06,Product D,Latin America,Partner,Rep_7,27,104.01,2808.27,1601.69,1206.58
TXN003570,2024-08-06,Product E,Asia,Partner,Rep_4,13,104.1,1353.3,944.62,408.68
TXN004159,2024-08-06,Product C,Latin America,Online,Rep_13,18,456.78,8222.04,4069.29,4152.75
TXN002293,2024-08-06,Product A,Middle East,Partner,Rep_9,7,118.66,830.62,532.1,298.52
TXN003788,2024-08-06,Product F,Latin America,Online,Rep_1,8,145.04,1160.32,790.8,369.52
TXN003841,2024-08-06,Product E,North America,Partner,Rep_4,18,352.84,6351.12,3103.49,3247.63
TXN000292,2024-08-06,Product D,Europe,Online,Rep_1,40,123.41,4936.4,2351.81,2584.59
TXN000736,2024-08-07,Product D,Middle East,Direct Sales,Rep_1,22,102.11,2246.42,1199.0,1047.42
TXN002487,2024-08-07,Product B,Latin America,Online,Rep_2,3,232.25,696.75,424.16,272.59
TXN004031,2024-08-07,Product C,North America,Retail,Rep_7,25,115.97,2899.25,1405.03,1494.22
TXN003291,2024-08-07,Product B,Latin America,Retail,Rep_2,28,333.2,9329.6,4770.4,4559.2
TXN001814,2024-08-08,Product F,Europe,Online,Rep_15,2,67.64,135.28,82.19,53.09
TXN001122,2024-08-08,Product F,North America,Direct Sales,Rep_3,21,83.56,1754.76,965.35,789.41
TXN000072,2024-08-08,Product C,Europe,Direct Sales,Rep_8,41,305.29,12516.89,8531.4,3985.49
TXN000430,2024-08-08,Product F,North America,Online,Rep_7,49,215.86,10577.14,6990.8,3586.34
TXN000800,2024-08-08,Product A,North America,Online,Rep_12,28,327.19,9161.32,6033.84,3127.48
TXN002132,2024-08-08,Product C,North America,Online,Rep_14,22,465.53,10241.66,6152.16,4089.5
TXN001959,2024-08-09,Product B,Asia,Online,Rep_6,1,212.45,212.45,131.76,80.69
TXN001531,2024-08-09,Product E,Latin America,Partner,Rep_3,49,467.66,22915.34,11391.59,11523.75
TXN000004,2024-08-09,Product B,Asia,Partner,Rep_9,21,354.55,7445.55,5096.76,2348.79
TXN003330,2024-08-09,Product A,Latin America,Partner,Rep_7,22,214.93,4728.46,2326.25,2402.21
TXN000857,2024-08-09,Product F,Europe,Retail,Rep_2,16,436.63,6986.08,4422.01,2564.07
TXN002646,2024-08-10,Product A,Europe,Retail,Rep_3,12,134.38,1612.56,1119.19,493.37
TXN002145,2024-08-10,Product F,North America,Retail,Rep_5,16,491.74,7867.84,3786.19,4081.65
TXN002197,2024-08-10,Product F,Latin America,Direct Sales,Rep_6,11,331.04,3641.44,1725.56,1915.88
TXN004325,2024-08-10,Product C,Europe,Online,Rep_8,44,466.78,20538.32,12677.37,7860.95
TXN001466,2024-08-10,Product A,Middle East,Direct Sales,Rep_4,5,128.76,643.8,317.08,326.72
TXN001388,2024-08-10,Product C,Latin America,Online,Rep_6,45,189.24,8515.8,5624.61,2891.19
TXN000911,2024-08-11,Product F,Europe,Direct Sales,Rep_12,7,467.33,3271.31,1347.15,1924.16
TXN004059,2024-08-11,Product C,Middle East,Partner,Rep_3,5,485.0,2425.0,992.73,1432.27
TXN004045,2024-08-11,Product C,Latin America,Partner,Rep_14,7,267.56,1872.92,996.78,876.14
TXN001305,2024-08-11,Product A,Latin America,Online,Rep_11,34,276.49,9400.66,4689.65,4711.01
TXN004519,2024-08-11,Product A,North America,Retail,Rep_3,44,137.58,6053.52,3506.6,2546.92
TXN004187,2024-08-11,Product E,Latin America,Retail,Rep_7,43,391.09,16816.87,11408.67,5408.2
TXN003258,2024-08-11,Product F,Middle East,Direct Sales,Rep_6,35,240.63,8422.05,5842.71,2579.34
TXN002981,2024-08-11,Product B,Asia,Direct Sales,Rep_2,19,256.35,4870.65,2620.68,2249.97
TXN003421,2024-08-11,Product D,Latin America,Online,Rep_3,34,451.35,15345.9,9471.87,5874.03
TXN002732,2024-08-11,Product C,Asia,Partner,Rep_2,12,454.17,5450.04,2653.94,2796.1
TXN003435,2024-08-11,Product D,Middle East,Retail,Rep_15,35,236.01,8260.35,5700.14,2560.21
TXN000586,2024-08-11,Product A,Latin America,Retail,Rep_6,37,88.69,3281.53,1760.65,1520.88
TXN002363,2024-08-12,Product E,Asia,Online,Rep_1,37,499.17,18469.29,9788.57,8680.72
TXN004985,2024-08-12,Product B,Asia,Online,Rep_6,32,441.49,14127.68,7774.02,6353.66
TXN003450,2024-08-13,Product C,Europe,Online,Rep_5,20,469.36,9387.2,6175.12,3212.08
TXN003773,2024-08-13,Product D,Europe,Direct Sales,Rep_2,16,427.08,6833.28,4767.59,2065.69
TXN000816,2024-08-13,Product B,North America,Retail,Rep_1,41,430.31,17642.71,8745.49,8897.22
TXN001832,2024-08-13,Product D,North America,Direct Sales,Rep_13,20,240.38,4807.6,3190.59,1617.01
TXN000913,2024-08-13,Product C,Latin America,Partner,Rep_6,4,118.35,473.4,300.17,173.23
TXN000915,2024-08-13,Product F,Europe,Direct Sales,Rep_10,11,351.42,3865.62,1659.81,2205.81
TXN004402,2024-08-13,Product A,North America,Direct Sales,Rep_14,15,86.24,1293.6,521.56,772.04
TXN004148,2024-08-13,Product A,Latin America,Online,Rep_9,36,488.41,17582.76,11663.43,5919.33
TXN003602,2024-08-13,Product E,North America,Direct Sales,Rep_5,28,212.3,5944.4,2821.08,3123.32
TXN002651,2024-08-13,Product D,Latin America,Retail,Rep_12,5,248.34,1241.7,759.65,482.05
TXN004118,2024-08-14,Product C,Middle East,Partner,Rep_2,33,417.27,13769.91,6789.11,6980.8
TXN004064,2024-08-14,Product B,Europe,Direct Sales,Rep_1,27,470.8,12711.6,7298.03,5413.57
TXN000295,2024-08-14,Product A,North America,Retail,Rep_1,6,181.11,1086.66,734.16,352.5
TXN004909,2024-08-14,Product B,North America,Online,Rep_2,22,174.54,3839.88,1833.48,2006.4
TXN002887,2024-08-14,Product D,Latin America,Online,Rep_4,49,265.77,13022.73,5478.79,7543.94
TXN002672,2024-08-14,Product A,North America,Online,Rep_7,33,254.54,8399.82,4254.55,4145.27
TXN002743,2024-08-15,Product E,Asia,Retail,Rep_10,7,184.98,1294.86,525.67,769.19
TXN000199,2024-08-15,Product F,Middle East,Partner,Rep_7,46,283.26,13029.96,7978.96,5051.0
TXN003286,2024-08-15,Product C,North America,Online,Rep_8,27,305.16,8239.32,5252.65,2986.67
TXN000212,2024-08-15,Product E,North America,Partner,Rep_6,48,99.58,4779.84,2590.85,2188.99
TXN000207,2024-08-15,Product A,North America,Partner,Rep_2,8,371.92,2975.36,1420.0,1555.36
TXN002594,2024-08-15,Product B,Latin America,Online,Rep_9,31,474.43,14707.33,9944.07,4763.26
TXN001211,2024-08-15,Product E,North America,Direct Sales,Rep_6,15,368.39,5525.85,3182.56,2343.29
TXN004242,2024-08-15,Product B,North America,Retail,Rep_11,8,311.87,2494.96,1347.64,1147.32
TXN000977,2024-08-15,Product C,North America,Direct Sales,Rep_2,26,329.52,8567.52,4058.37,4509.15
TXN002748,2024-08-15,Product B,Latin America,Retail,Rep_1,38,220.43,8376.34,4895.99,3480.35
TXN001642,2024-08-15,Product E,North America,Online,Rep_13,7,92.67,648.69,439.17,209.52
TXN001350,2024-08-15,Product B,Asia,Online,Rep_1,39,225.92,8810.88,5777.65,3033.23
TXN004873,2024-08-15,Product A,North America,Online,Rep_2,23,430.02,9890.46,5526.25,4364.21
TXN003547,2024-08-15,Product B,Latin America,Online,Rep_9,48,237.03,11377.44,4927.96,6449.48
TXN001212,2024-08-16,Product B,Asia,Partner,Rep_4,16,450.17,7202.72,3730.45,3472.27
TXN002313,2024-08-16,Product E,Middle East,Retail,Rep_11,37,351.17,12993.29,8246.16,4747.13
TXN001586,2024-08-16,Product E,Latin America,Retail,Rep_12,38,65.24,2479.12,1614.33,864.79
TXN004835,2024-08-16,Product A,North America,Retail,Rep_6,44,447.34,19682.96,10659.41,9023.55
TXN004022,2024-08-16,Product D,Middle East,Retail,Rep_10,30,486.65,14599.5,8509.28,6090.22
TXN003524,2024-08-16,Product F,Europe,Partner,Rep_8,47,132.64,6234.08,3955.74,2278.34
TXN002028,2024-08-16,Product B,Middle East,Online,Rep_2,27,117.19,3164.13,1778.12,1386.01
TXN000524,2024-08-17,Product C,Asia,Direct Sales,Rep_10,9,74.56,671.04,435.07,235.97
TXN003072,2024-08-17,Product C,Latin America,Online,Rep_9,37,141.54,5236.98,3455.29,1781.69
TXN001592,2024-08-17,Product A,North America,Direct Sales,Rep_7,20,223.21,4464.2,2413.93,2050.27
TXN004565,2024-08-17,Product A,North America,Direct Sales,Rep_12,18,143.1,2575.8,1278.63,1297.17
TXN001289,2024-08-17,Product C,Latin America,Direct Sales,Rep_13,10,194.65,1946.5,941.64,1004.86
TXN004017,2024-08-18,Product E,North America,Online,Rep_13,27,342.04,9235.08,5742.75,3492.33
TXN000359,2024-08-18,Product C,Middle East,Direct Sales,Rep_9,19,205.22,3899.18,2076.83,1822.35
TXN002266,2024-08-18,Product F,Europe,Retail,Rep_12,4,310.08,1240.32,657.67,582.65
TXN003513,2024-08-18,Product F,Europe,Online,Rep_1,49,271.75,13315.75,5955.63,7360.12
TXN004663,2024-08-18,Product A,Middle East,Direct Sales,Rep_5,42,217.13,9119.46,3666.66,5452.8
TXN001805,2024-08-18,Product E,North America,Direct Sales,Rep_10,22,201.18,4425.96,1846.68,2579.28
TXN001148,2024-08-19,Product F,North America,Direct Sales,Rep_15,47,311.31,14631.57,9754.98,4876.59
TXN002371,2024-08-19,Product D,Middle East,Partner,Rep_12,37,58.28,2156.36,1345.4,810.96
TXN000439,2024-08-19,Product E,Middle East,Direct Sales,Rep_15,16,271.44,4343.04,2124.65,2218.39
TXN001893,2024-08-19,Product B,Europe,Partner,Rep_12,1,253.93,253.93,160.22,93.71
TXN003469,2024-08-19,Product E,Europe,Partner,Rep_14,43,329.36,14162.48,9054.82,5107.66
TXN000658,2024-08-19,Product D,Latin America,Retail,Rep_8,35,377.7,13219.5,8114.02,5105.48
TXN002736,2024-08-19,Product B,Europe,Online,Rep_3,32,125.58,4018.56,1773.98,2244.58
TXN001762,2024-08-19,Product D,Europe,Online,Rep_14,17,81.34,1382.78,765.2,617.58
TXN002114,2024-08-19,Product B,Middle East,Online,Rep_6,6,309.37,1856.22,1256.86,599.36
TXN004254,2024-08-20,Product F,Europe,Direct Sales,Rep_8,37,464.78,17196.86,8077.13,9119.73
TXN003352,2024-08-20,Product A,North America,Direct Sales,Rep_13,34,308.23,10479.82,5249.72,5230.1
TXN000958,2024-08-20,Product C,North America,Retail,Rep_7,11,387.42,4261.62,1823.41,2438.21
TXN002164,2024-08-20,Product C,Middle East,Online,Rep_6,14,389.71,5455.94,2902.84,2553.1
TXN001079,2024-08-20,Product A,Asia,Partner,Rep_11,36,100.89,3632.04,2020.15,1611.89
TXN004915,2024-08-20,Product E,Latin America,Partner,Rep_5,37,167.65,6203.05,4015.45,2187.6
TXN000973,2024-08-20,Product F,Asia,Partner,Rep_11,11,284.14,3125.54,1777.56,1347.98
TXN000772,2024-08-20,Product A,North America,Direct Sales,Rep_10,31,60.05,1861.55,759.64,1101.91
TXN000448,2024-08-20,Product D,North America,Online,Rep_8,37,158.74,5873.38,3837.07,2036.31
TXN003758,2024-08-20,Product F,Asia,Retail,Rep_8,42,148.27,6227.34,2701.78,3525.56
TXN002751,2024-08-20,Product D,Asia,Online,Rep_13,27,329.75,8903.25,3623.4,5279.85
TXN004577,2024-08-20,Product A,Middle East,Online,Rep_12,15,195.84,2937.6,1768.79,1168.81
TXN003297,2024-08-20,Product C,Middle East,Online,Rep_4,30,75.45,2263.5,1393.0,870.5
TXN002710,2024-08-21,Product C,Middle East,Online,Rep_6,49,440.89,21603.61,9195.28,12408.33
TXN003784,2024-08-21,Product F,Middle East,Retail,Rep_4,7,73.13,511.91,226.85,285.06
TXN002024,2024-08-21,Product F,North America,Direct Sales,Rep_12,5,161.5,807.5,427.81,379.69
TXN001270,2024-08-21,Product D,Latin America,Retail,Rep_3,32,233.79,7481.28,4459.54,3021.74
TXN002565,2024-08-21,Product D,Asia,Direct Sales,Rep_14,36,317.42,11427.12,7833.78,3593.34
TXN001979,2024-08-21,Product F,Europe,Online,Rep_4,2,421.4,842.8,410.43,432.37
TXN000723,2024-08-21,Product B,Asia,Online,Rep_2,34,383.14,13026.76,8163.99,4862.77
TXN001245,2024-08-22,Product E,Europe,Online,Rep_7,34,288.57,9811.38,6329.81,3481.57
TXN001553,2024-08-22,Product C,Europe,Online,Rep_7,31,153.2,4749.2,3162.63,1586.57
TXN000434,2024-08-22,Product D,North America,Direct Sales,Rep_10,43,353.98,15221.14,8924.59,6296.55
TXN003114,2024-08-22,Product D,Europe,Retail,Rep_1,6,326.15,1956.9,1135.68,821.22
TXN002490,2024-08-22,Product B,North America,Direct Sales,Rep_7,21,264.34,5551.14,2542.4,3008.74
TXN001676,2024-08-22,Product B,Latin America,Partner,Rep_12,2,455.74,911.48,573.92,337.56
TXN004792,2024-08-22,Product F,North America,Partner,Rep_2,36,138.78,4996.08,3180.37,1815.71
TXN000285,2024-08-22,Product E,Latin America,Partner,Rep_1,31,476.06,14757.86,6946.06,7811.8
TXN001958,2024-08-23,Product A,Asia,Partner,Rep_13,42,400.81,16834.02,10609.93,6224.09
TXN004478,2024-08-23,Product C,North America,Direct Sales,Rep_15,40,413.88,16555.2,7700.56,8854.64
TXN000852,2024-08-23,Product C,North America,Direct Sales,Rep_1,42,295.03,12391.26,7918.66,4472.6
TXN004683,2024-08-24,Product C,Europe,Retail,Rep_4,3,314.62,943.86,570.04,373.82
TXN001812,2024-08-24,Product C,Asia,Retail,Rep_10,33,452.71,14939.43,9259.06,5680.37
TXN002595,2024-08-24,Product A,Latin America,Direct Sales,Rep_11,6,95.19,571.14,348.65,222.49
TXN000695,2024-08-24,Product D,North America,Partner,Rep_5,15,438.73,6580.95,4005.28,2575.67
TXN000009,2024-08-24,Product E,Europe,Online,Rep_15,10,220.96,2209.6,1532.84,676.76
TXN003896,2024-08-24,Product C,Middle East,Direct Sales,Rep_2,27,134.55,3632.85,2454.84,1178.01
TXN001853,2024-08-24,Product B,Asia,Partner,Rep_9,49,368.78,18070.22,12190.47,5879.75
TXN003405,2024-08-24,Product C,Latin America,Direct Sales,Rep_8,41,405.3,16617.3,8051.07,8566.23
TXN000232,2024-08-25,Product C,Latin America,Online,Rep_10,3,228.07,684.21,372.14,312.07
TXN004452,2024-08-25,Product A,Middle East,Partner,Rep_7,37,298.98,11062.26,5654.5,5407.76
TXN003586,2024-08-25,Product A,Latin America,Direct Sales,Rep_3,12,461.63,5539.56,3473.55,2066.01
TXN004241,2024-08-26,Product E,Latin America,Direct Sales,Rep_7,31,192.98,5982.38,2793.13,3189.25
TXN003836,2024-08-26,Product C,Middle East,Partner,Rep_8,3,467.95,1403.85,927.89,475.96
TXN003409,2024-08-26,Product F,Middle East,Direct Sales,Rep_3,6,282.52,1695.12,1034.11,661.01
TXN002115,2024-08-26,Product D,Asia,Retail,Rep_11,10,453.57,4535.7,2667.0,1868.7
TXN002586,2024-08-26,Product F,Europe,Online,Rep_12,37,225.68,8350.16,5449.48,2900.68
TXN004694,2024-08-26,Product C,Europe,Retail,Rep_4,25,195.05,4876.25,3246.31,1629.94
TXN000242,2024-08-26,Product F,Europe,Direct Sales,Rep_7,20,437.82,8756.4,3675.02,5081.38
TXN001575,2024-08-26,Product C,Asia,Online,Rep_10,42,110.31,4633.02,2445.79,2187.23
TXN003051,2024-08-26,Product A,Asia,Online,Rep_11,40,138.89,5555.6,2925.39,2630.21
TXN002762,2024-08-26,Product F,Latin America,Online,Rep_9,31,464.71,14406.01,8867.26,5538.75
TXN002425,2024-08-26,Product D,Latin America,Online,Rep_14,32,207.98,6655.36,3711.28,2944.08
TXN003948,2024-08-27,Product F,Middle East,Partner,Rep_12,29,495.25,14362.25,7105.94,7256.31
TXN004846,2024-08-27,Product F,Latin America,Direct Sales,Rep_5,16,481.85,7709.6,4114.26,3595.34
TXN003401,2024-08-27,Product B,Latin America,Direct Sales,Rep_8,7,67.65,473.55,240.11,233.44
TXN000406,2024-08-27,Product C,Asia,Direct Sales,Rep_3,45,308.87,13899.15,8634.48,5264.67
TXN003406,2024-08-27,Product A,Europe,Online,Rep_14,34,90.16,3065.44,1435.66,1629.78
TXN003532,2024-08-28,Product B,North America,Online,Rep_10,38,178.02,6764.76,3207.27,3557.49
TXN000814,2024-08-28,Product A,North America,Partner,Rep_1,45,432.37,19456.65,11585.74,7870.91
TXN004244,2024-08-28,Product F,Middle East,Direct Sales,Rep_3,11,178.02,1958.22,910.26,1047.96
TXN001994,2024-08-28,Product E,Latin America,Online,Rep_13,2,486.72,973.44,595.84,377.6
TXN000638,2024-08-28,Product F,North America,Online,Rep_15,11,298.49,3283.39,1800.51,1482.88
TXN000901,2024-08-28,Product D,Europe,Retail,Rep_3,38,131.09,4981.42,2484.76,2496.66
TXN003373,2024-08-28,Product B,Europe,Direct Sales,Rep_9,10,220.46,2204.6,1320.12,884.48
TXN004383,2024-08-29,Product C,Middle East,Retail,Rep_14,3,327.77,983.31,500.65,482.66
TXN001121,2024-08-29,Product F,Latin America,Retail,Rep_11,16,398.36,6373.76,3499.94,2873.82
TXN003248,2024-08-29,Product D,Europe,Online,Rep_15,19,476.62,9055.78,6025.92,3029.86
TXN003136,2024-08-29,Product A,Middle East,Partner,Rep_9,33,57.03,1881.99,1146.22,735.77
TXN003322,2024-08-29,Product F,Asia,Online,Rep_12,9,473.0,4257.0,1788.74,2468.26
TXN001844,2024-08-29,Product F,Europe,Direct Sales,Rep_8,5,118.69,593.45,412.65,180.8
TXN003564,2024-08-29,Product A,Middle East,Online,Rep_14,44,158.51,6974.44,4490.46,2483.98
TXN004575,2024-08-29,Product C,Asia,Online,Rep_1,44,263.58,11597.52,7230.83,4366.69
TXN000440,2024-08-29,Product D,Europe,Online,Rep_8,35,165.12,5779.2,2741.82,3037.38
TXN000365,2024-08-30,Product C,Latin America,Partner,Rep_3,21,487.39,10235.19,5927.2,4307.99
TXN004194,2024-08-30,Product C,Latin America,Online,Rep_13,12,307.19,3686.28,2575.52,1110.76
TXN002649,2024-08-30,Product E,Asia,Online,Rep_12,24,239.9,5757.6,2679.54,3078.06
TXN004277,2024-08-30,Product A,Europe,Online,Rep_8,38,253.99,9651.62,4879.22,4772.4
TXN003562,2024-08-30,Product D,Latin America,Direct Sales,Rep_3,16,447.43,7158.88,3637.56,3521.32
TXN001310,2024-08-30,Product B,Middle East,Online,Rep_9,2,300.06,600.12,301.04,299.08
TXN001287,2024-08-30,Product D,Asia,Retail,Rep_6,48,182.52,8760.96,4622.69,4138.27
TXN002379,2024-08-30,Product B,Asia,Partner,Rep_13,12,147.32,1767.84,1173.62,594.22
TXN004476,2024-08-31,Product B,Asia,Online,Rep_11,44,290.35,12775.4,6112.2,6663.2
TXN004767,2024-08-31,Product A,North America,Partner,Rep_14,34,220.19,7486.46,4963.7,2522.76
TXN002979,2024-08-31,Product E,Middle East,Online,Rep_10,37,411.49,15225.13,9081.27,6143.86
TXN002967,2024-08-31,Product E,Asia,Partner,Rep_12,37,381.75,14124.75,7764.3,6360.45
TXN004493,2024-08-31,Product E,Europe,Retail,Rep_15,45,223.45,10055.25,4666.35,5388.9
TXN002657,2024-08-31,Product C,Latin America,Partner,Rep_14,33,281.12,9276.96,5280.1,3996.86
TXN000102,2024-08-31,Product A,Middle East,Retail,Rep_10,8,256.64,2053.12,1087.36,965.76
TXN002493,2024-08-31,Product C,North America,Online,Rep_8,15,347.59,5213.85,2282.65,2931.2
TXN004000,2024-08-31,Product A,Asia,Online,Rep_14,20,435.14,8702.8,5019.62,3683.18
TXN002014,2024-08-31,Product E,Latin America,Retail,Rep_12,42,199.49,8378.58,5372.77,3005.81
TXN001092,2024-09-01,Product F,Latin America,Partner,Rep_7,11,244.89,2693.79,1280.5,1413.29
TXN001928,2024-09-01,Product F,Latin America,Online,Rep_6,39,495.95,19342.05,10490.29,8851.76
TXN001338,2024-09-01,Product D,Latin America,Retail,Rep_6,15,488.85,7332.75,4486.53,2846.22
TXN002259,2024-09-01,Product B,Asia,Direct Sales,Rep_8,9,149.37,1344.33,804.84,539.49
TXN000221,2024-09-01,Product F,Asia,Partner,Rep_4,17,243.32,4136.44,2169.34,1967.1
TXN002354,2024-09-01,Product C,Asia,Online,Rep_3,6,329.51,1977.06,1181.54,795.52
TXN002494,2024-09-01,Product C,Middle East,Online,Rep_7,7,431.26,3018.82,1739.97,1278.85
TXN001707,2024-09-01,Product E,North America,Direct Sales,Rep_11,35,204.2,7147.0,4626.85,2520.15
TXN002391,2024-09-01,Product F,Middle East,Online,Rep_10,44,471.57,20749.08,9691.03,11058.05
TXN000281,2024-09-02,Product A,Middle East,Direct Sales,Rep_11,9,122.96,1106.64,585.81,520.83
TXN002851,2024-09-02,Product E,Latin America,Retail,Rep_11,11,197.9,2176.9,1351.39,825.51
TXN001385,2024-09-02,Product E,Middle East,Direct Sales,Rep_8,26,293.8,7638.8,4877.34,2761.46
TXN000018,2024-09-02,Product A,Latin America,Online,Rep_2,18,123.34,2220.12,1419.5,800.62
TXN000045,2024-09-02,Product F,Middle East,Retail,Rep_3,30,258.78,7763.4,4398.39,3365.01
TXN002993,2024-09-02,Product E,Asia,Direct Sales,Rep_14,2,81.72,163.44,112.62,50.82
TXN003018,2024-09-02,Product C,Middle East,Partner,Rep_7,24,77.27,1854.48,1189.99,664.49
TXN001451,2024-09-02,Product E,North America,Direct Sales,Rep_6,30,314.24,9427.2,5393.85,4033.35
TXN004055,2024-09-03,Product B,Europe,Partner,Rep_7,49,496.52,24329.48,16469.24,7860.24
TXN001030,2024-09-03,Product D,Asia,Retail,Rep_5,41,320.67,13147.47,8248.06,4899.41
TXN002694,2024-09-03,Product D,Middle East,Online,Rep_1,12,392.74,4712.88,2879.04,1833.84
TXN002697,2024-09-03,Product D,Europe,Partner,Rep_13,18,238.02,4284.36,2735.7,1548.66
TXN003184,2024-09-03,Product B,Latin America,Online,Rep_4,38,194.23,7380.74,4555.47,2825.27
TXN000627,2024-09-03,Product D,North America,Online,Rep_14,17,409.53,6962.01,2794.19,4167.82
TXN001620,2024-09-04,Product F,Asia,Direct Sales,Rep_13,49,497.21,24363.29,13151.02,11212.27
TXN000593,2024-09-04,Product F,Asia,Online,Rep_15,28,331.75,9289.0,4566.85,4722.15
TXN000803,2024-09-04,Product B,Asia,Online,Rep_3,39,424.02,16536.78,7340.92,9195.86
TXN002100,2024-09-04,Product B,Asia,Partner,Rep_5,48,437.8,21014.4,13400.03,7614.37
TXN001951,2024-09-04,Product B,Latin America,Online,Rep_2,29,169.99,4929.71,2206.41,2723.3
TXN001120,2024-09-04,Product D,Latin America,Direct Sales,Rep_10,49,448.06,21954.94,12510.34,9444.6
TXN004332,2024-09-05,Product B,North America,Direct Sales,Rep_4,35,97.28,3404.8,1907.49,1497.31
TXN002345,2024-09-05,Product E,Middle East,Online,Rep_4,20,370.39,7407.8,3397.27,4010.53
TXN003798,2024-09-05,Product F,North America,Retail,Rep_1,22,384.26,8453.72,3853.0,4600.72
TXN001103,2024-09-05,Product C,North America,Partner,Rep_12,3,92.21,276.63,172.54,104.09
TXN000659,2024-09-05,Product A,Middle East,Online,Rep_12,39,476.71,18591.69,8366.11,10225.58
TXN004472,2024-09-06,Product A,Europe,Retail,Rep_9,37,499.11,18467.07,10664.56,7802.51
TXN000118,2024-09-06,Product A,North America,Online,Rep_8,12,150.26,1803.12,918.45,884.67
TXN000311,2024-09-06,Product F,North America,Online,Rep_5,47,441.85,20766.95,11836.96,8929.99
TXN002652,2024-09-07,Product D,Asia,Online,Rep_12,5,429.86,2149.3,1248.06,901.24
TXN003224,2024-09-07,Product B,Europe,Retail,Rep_1,15,241.54,3623.1,1454.65,2168.45
TXN004701,2024-09-07,Product B,Europe,Direct Sales,Rep_15,39,228.3,8903.7,5537.31,3366.39
TXN001432,2024-09-08,Product C,Europe,Retail,Rep_3,36,182.69,6576.84,3240.92,3335.92
TXN004364,2024-09-08,Product B,Middle East,Direct Sales,Rep_9,33,202.3,6675.9,3807.56,2868.34
TXN001012,2024-09-08,Product A,Asia,Online,Rep_13,12,142.13,1705.56,815.06,890.5
TXN003678,2024-09-08,Product C,Middle East,Partner,Rep_3,32,446.76,14296.32,7637.98,6658.34
TXN003972,2024-09-08,Product E,Europe,Partner,Rep_5,48,198.96,9550.08,5741.62,3808.46
TXN002764,2024-09-08,Product F,North America,Direct Sales,Rep_4,43,162.79,6999.97,3386.25,3613.72
TXN004517,2024-09-08,Product F,North America,Retail,Rep_11,33,137.68,4543.44,1910.48,2632.96
TXN004584,2024-09-08,Product F,Middle East,Retail,Rep_7,43,122.55,5269.65,2631.38,2638.27
TXN001144,2024-09-08,Product E,Asia,Retail,Rep_13,9,467.73,4209.57,2146.06,2063.51
TXN000945,2024-09-08,Product C,Asia,Retail,Rep_8,19,124.93,2373.67,1152.92,1220.75
TXN000804,2024-09-09,Product D,Middle East,Retail,Rep_6,24,136.19,3268.56,1968.96,1299.6
TXN002547,2024-09-09,Product E,Middle East,Retail,Rep_3,28,394.08,11034.24,7145.05,3889.19
TXN003770,2024-09-09,Product C,Europe,Online,Rep_6,20,274.2,5484.0,3658.62,1825.38
TXN002770,2024-09-09,Product B,Middle East,Partner,Rep_15,11,435.87,4794.57,3211.02,1583.55
TXN004847,2024-09-09,Product A,Middle East,Online,Rep_2,2,162.97,325.94,154.45,171.49
TXN004466,2024-09-10,Product E,Latin America,Online,Rep_2,47,212.65,9994.55,4970.51,5024.04
TXN003442,2024-09-10,Product B,Latin America,Online,Rep_9,49,482.81,23657.69,13041.99,10615.7
TXN003937,2024-09-10,Product C,North America,Direct Sales,Rep_14,36,447.85,16122.6,8868.1,7254.5
TXN000985,2024-09-10,Product D,Latin America,Partner,Rep_12,22,222.95,4904.9,2324.03,2580.87
TXN004646,2024-09-10,Product B,Latin America,Direct Sales,Rep_14,13,464.23,6034.99,2658.14,3376.85
TXN000106,2024-09-10,Product B,Asia,Partner,Rep_7,30,112.09,3362.7,2191.03,1171.67
TXN003451,2024-09-10,Product D,Asia,Direct Sales,Rep_7,12,256.54,3078.48,2058.19,1020.29
TXN004495,2024-09-11,Product E,Europe,Partner,Rep_7,39,133.02,5187.78,3517.81,1669.97
TXN000978,2024-09-11,Product C,Middle East,Online,Rep_13,31,266.65,8266.15,4037.34,4228.81
TXN004248,2024-09-11,Product A,North America,Partner,Rep_6,15,164.0,2460.0,1324.46,1135.54
TXN003473,2024-09-11,Product D,Asia,Direct Sales,Rep_10,14,399.8,5597.2,2461.63,3135.57
TXN001507,2024-09-11,Product A,Europe,Retail,Rep_12,20,359.24,7184.8,3718.26,3466.54
TXN001473,2024-09-12,Product A,North America,Partner,Rep_14,45,218.45,9830.25,4946.23,4884.02
TXN004595,2024-09-12,Product B,Asia,Retail,Rep_13,15,424.45,6366.75,2918.84,3447.91
TXN002120,2024-09-12,Product B,North America,Retail,Rep_7,35,278.24,9738.4,6315.89,3422.51
