date,source,sessions,page_views,unique_visitors,bounce_rate,avg_session_duration,conversions,conversion_rate
2024-09-08,Direct,2226,4924,1585,0.485,278,75,0.0337
2024-09-08,Referral,2250,4669,2027,0.492,66,55,0.0244
2024-09-08,Email,1645,3310,1469,0.39,305,31,0.0188
2024-09-09,Organic Search,2691,7722,2292,0.547,331,80,0.0297
2024-09-09,Paid Search,3593,10185,3069,0.407,175,39,0.0109
2024-09-09,Social Media,2624,4043,2173,0.323,321,123,0.0469
2024-09-09,Direct,1119,2813,1015,0.4,313,13,0.0116
2024-09-09,Referral,4739,11385,3659,0.397,592,72,0.0152
2024-09-09,Email,1649,3293,1450,0.502,347,80,0.0485
2024-09-10,Organic Search,1089,3864,1022,0.405,225,29,0.0266
2024-09-10,Paid Search,522,940,460,0.417,584,5,0.0096
2024-09-10,Social Media,1448,5530,1351,0.424,355,23,0.0159
2024-09-10,Direct,590,1318,422,0.356,252,11,0.0186
2024-09-10,Referral,2700,10796,2144,0.67,473,68,0.0252
2024-09-10,Email,1773,5235,1561,0.362,558,66,0.0372
2024-09-11,Organic Search,4233,12278,3037,0.672,341,78,0.0184
2024-09-11,Paid Search,3736,12274,3209,0.535,382,66,0.0177
2024-09-11,Social Media,3564,7305,2502,0.572,487,87,0.0244
2024-09-11,Direct,4080,9237,3617,0.55,338,79,0.0194
2024-09-11,Referral,1994,6521,1589,0.398,233,30,0.015
2024-09-11,Email,1383,2343,1198,0.495,502,55,0.0398
2024-09-12,Organic Search,3864,8290,3229,0.493,572,112,0.029
2024-09-12,Paid Search,2874,9414,2121,0.592,279,37,0.0129
2024-09-12,Social Media,4385,9148,3097,0.483,366,102,0.0233
2024-09-12,Direct,3327,10597,2711,0.602,136,56,0.0168
2024-09-12,Referral,2966,10236,2143,0.639,374,117,0.0394
2024-09-12,Email,4939,14868,4504,0.587,571,54,0.0109
2024-09-13,Organic Search,3911,6568,3435,0.459,274,133,0.034
2024-09-13,Paid Search,2368,9097,2128,0.56,531,27,0.0114
2024-09-13,Social Media,1378,2711,1071,0.36,537,26,0.0189
2024-09-13,Direct,2700,9067,2242,0.666,140,59,0.0219
2024-09-13,Referral,2247,4296,1782,0.439,578,110,0.049
2024-09-13,Email,1018,3187,715,0.463,232,24,0.0236
2024-09-14,Organic Search,3240,9723,2740,0.552,445,147,0.0454
2024-09-14,Paid Search,4076,9258,3351,0.593,134,91,0.0223
2024-09-14,Social Media,1720,5379,1424,0.576,452,81,0.0471
2024-09-14,Direct,2463,3798,2118,0.607,438,93,0.0378
2024-09-14,Referral,3871,15431,2709,0.693,521,165,0.0426
2024-09-14,Email,4106,14040,3233,0.667,139,133,0.0324
2024-09-15,Organic Search,2849,7364,2259,0.492,359,104,0.0365
2024-09-15,Paid Search,2470,6044,1912,0.336,303,114,0.0462
2024-09-15,Social Media,2666,9612,2438,0.668,252,111,0.0416
2024-09-15,Direct,4220,10393,3356,0.561,221,187,0.0443
2024-09-15,Referral,985,2418,766,0.441,507,46,0.0467
2024-09-15,Email,2744,9622,2544,0.523,396,101,0.0368
2024-09-16,Organic Search,3856,10258,2920,0.523,122,123,0.0319
2024-09-16,Paid Search,3896,15058,3124,0.639,220,189,0.0485
2024-09-16,Social Media,4557,13833,3877,0.444,66,101,0.0222
2024-09-16,Direct,1030,2442,754,0.445,280,11,0.0107
2024-09-16,Referral,1693,5122,1310,0.424,452,33,0.0195
2024-09-16,Email,3542,11327,2794,0.382,393,38,0.0107
2024-09-17,Organic Search,4747,9070,3794,0.385,143,188,0.0396
2024-09-17,Paid Search,3212,5851,2418,0.489,274,88,0.0274
2024-09-17,Social Media,2364,4675,1785,0.583,508,72,0.0305
2024-09-17,Direct,2067,6972,1702,0.63,536,83,0.0402
2024-09-17,Referral,4421,14178,3987,0.661,165,68,0.0154
2024-09-17,Email,1946,4718,1743,0.498,598,19,0.0098
2024-09-18,Organic Search,2165,4212,1658,0.348,316,34,0.0157
2024-09-18,Paid Search,2067,3331,1768,0.468,427,66,0.0319
2024-09-18,Social Media,278,978,195,0.611,454,7,0.0252
2024-09-18,Direct,2844,7447,2397,0.353,289,120,0.0422
2024-09-18,Referral,431,1355,404,0.611,280,7,0.0162
2024-09-18,Email,1832,5403,1508,0.329,245,35,0.0191
2024-09-19,Organic Search,1667,6615,1501,0.344,236,66,0.0396
2024-09-19,Paid Search,622,1446,526,0.508,544,21,0.0338
2024-09-19,Social Media,294,841,248,0.513,159,12,0.0408
2024-09-19,Direct,2971,4827,2100,0.359,487,105,0.0353
2024-09-19,Referral,2875,5690,2276,0.655,338,77,0.0268
2024-09-19,Email,3698,13112,3224,0.665,468,173,0.0468
2024-09-20,Organic Search,885,1588,673,0.438,283,26,0.0294
2024-09-20,Paid Search,4489,16672,3688,0.587,320,158,0.0352
2024-09-20,Social Media,3303,6261,2359,0.422,395,74,0.0224
2024-09-20,Direct,2061,7162,1741,0.444,285,77,0.0374
2024-09-20,Referral,2409,6227,1719,0.566,295,118,0.049
2024-09-20,Email,1704,3793,1385,0.631,524,74,0.0434
2024-09-21,Organic Search,2529,9040,2359,0.308,204,115,0.0455
2024-09-21,Paid Search,2586,5707,2412,0.379,226,121,0.0468
2024-09-21,Social Media,2789,6924,2455,0.537,416,133,0.0477
2024-09-21,Direct,4965,10573,3705,0.393,394,246,0.0495
2024-09-21,Referral,3316,7217,3076,0.311,81,126,0.038
2024-09-21,Email,4156,11010,3568,0.691,381,190,0.0457
2024-09-22,Organic Search,3339,5984,3138,0.317,498,130,0.0389
2024-09-22,Paid Search,1589,2917,1233,0.543,324,75,0.0472
2024-09-22,Social Media,1986,7638,1590,0.371,178,48,0.0242
2024-09-22,Direct,2349,7910,2077,0.398,153,107,0.0456
2024-09-22,Referral,3263,6822,2816,0.393,123,143,0.0438
2024-09-22,Email,2348,7152,2094,0.566,158,61,0.026
2024-09-23,Organic Search,2696,5676,2133,0.594,564,100,0.0371
2024-09-23,Paid Search,1861,3809,1406,0.663,204,21,0.0113
2024-09-23,Social Media,2203,5828,1916,0.484,75,26,0.0118
2024-09-23,Direct,3522,13699,2977,0.329,364,152,0.0432
2024-09-23,Referral,4320,11698,3227,0.582,234,174,0.0403
2024-09-23,Email,447,888,386,0.667,311,5,0.0112
2024-09-24,Organic Search,457,1795,341,0.632,588,20,0.0438
2024-09-24,Paid Search,3590,6140,2653,0.553,581,140,0.039
2024-09-24,Social Media,3089,7197,2910,0.32,598,130,0.0421
2024-09-24,Direct,3307,12298,2972,0.496,287,34,0.0103
2024-09-24,Referral,2405,7644,2138,0.5,483,94,0.0391
2024-09-24,Email,2492,7778,1939,0.41,157,45,0.0181
2024-09-25,Organic Search,764,2471,681,0.361,488,9,0.0118
2024-09-25,Paid Search,2732,10040,2153,0.342,282,65,0.0238
2024-09-25,Social Media,2107,7591,1892,0.454,357,96,0.0456
2024-09-25,Direct,1761,4032,1572,0.485,100,82,0.0466
2024-09-25,Referral,3115,10139,2388,0.368,398,151,0.0485
2024-09-25,Email,2988,7202,2534,0.647,317,119,0.0398
2024-09-26,Organic Search,2500,4652,1855,0.494,68,59,0.0236
2024-09-26,Paid Search,1420,2883,1296,0.378,229,63,0.0444
2024-09-26,Social Media,1234,3758,1011,0.45,330,38,0.0308
2024-09-26,Direct,289,847,212,0.403,523,8,0.0277
2024-09-26,Referral,3604,5475,2803,0.322,338,121,0.0336
2024-09-26,Email,147,325,134,0.582,369,2,0.0136
2024-09-27,Organic Search,4962,9324,4285,0.357,525,162,0.0326
2024-09-27,Paid Search,4789,17221,4226,0.512,421,212,0.0443
2024-09-27,Social Media,382,987,317,0.488,181,13,0.034
2024-09-27,Direct,4834,16857,4280,0.66,351,195,0.0403
2024-09-27,Referral,2041,3118,1531,0.462,306,53,0.026
2024-09-27,Email,3330,12159,2345,0.354,344,114,0.0342
2024-09-28,Organic Search,4319,13264,3442,0.363,506,109,0.0252
2024-09-28,Paid Search,1580,4276,1484,0.686,585,35,0.0222
2024-09-28,Social Media,1798,6632,1667,0.556,388,57,0.0317
2024-09-28,Direct,490,1855,349,0.418,353,10,0.0204
2024-09-28,Referral,2655,10562,2020,0.649,378,52,0.0196
2024-09-28,Email,4180,15195,3619,0.572,195,86,0.0206
2024-09-29,Organic Search,423,1269,365,0.328,547,7,0.0165
2024-09-29,Paid Search,866,2122,753,0.395,234,35,0.0404
2024-09-29,Social Media,2058,7450,1588,0.397,351,94,0.0457
2024-09-29,Direct,4394,13572,3561,0.4,239,180,0.041
2024-09-29,Referral,917,3503,676,0.622,385,15,0.0164
2024-09-29,Email,3775,14016,3024,0.635,294,168,0.0445
2024-09-30,Organic Search,2735,7838,2502,0.339,65,129,0.0472
2024-09-30,Paid Search,4177,13556,3035,0.441,529,61,0.0146
2024-09-30,Social Media,3897,5954,3402,0.607,236,185,0.0475
2024-09-30,Direct,1412,2188,1121,0.345,543,69,0.0489
2024-09-30,Referral,3517,5523,3302,0.614,352,88,0.025
2024-09-30,Email,1878,6463,1413,0.563,519,90,0.0479
2024-10-01,Organic Search,1314,4961,1118,0.445,381,43,0.0327
2024-10-01,Paid Search,973,2644,683,0.403,469,35,0.036
2024-10-01,Social Media,2249,6987,1718,0.396,386,30,0.0133
2024-10-01,Direct,1109,3017,990,0.36,561,50,0.0451
2024-10-01,Referral,1350,5171,1146,0.302,254,14,0.0104
2024-10-01,Email,1296,4451,1226,0.519,110,32,0.0247
2024-10-02,Organic Search,3578,5926,2674,0.441,141,103,0.0288
2024-10-02,Paid Search,1852,3133,1340,0.573,425,90,0.0486
2024-10-02,Social Media,4521,9459,4124,0.434,148,129,0.0285
2024-10-02,Direct,1520,2541,1188,0.561,229,19,0.0125
2024-10-02,Referral,719,1596,608,0.656,461,24,0.0334
2024-10-02,Email,525,1680,368,0.306,229,10,0.019
2024-10-03,Organic Search,285,644,267,0.694,220,8,0.0281
2024-10-03,Paid Search,3708,9755,3452,0.602,447,81,0.0218
2024-10-03,Social Media,1441,3726,1184,0.42,111,21,0.0146
2024-10-03,Direct,1961,3939,1491,0.402,326,43,0.0219
2024-10-03,Referral,1233,3554,1105,0.67,319,33,0.0268
2024-10-03,Email,4589,11853,3618,0.304,143,122,0.0266
2024-10-04,Organic Search,2935,11706,2621,0.532,389,43,0.0147
2024-10-04,Paid Search,4200,9041,3204,0.632,494,169,0.0402
2024-10-04,Social Media,1928,6955,1391,0.538,424,22,0.0114
2024-10-04,Direct,2215,7917,2072,0.486,445,94,0.0424
2024-10-04,Referral,4185,13843,3628,0.389,580,128,0.0306
2024-10-04,Email,2136,6614,1937,0.42,431,30,0.014
2024-10-05,Organic Search,3519,12139,2939,0.376,206,146,0.0415
2024-10-05,Paid Search,1983,4746,1752,0.668,123,81,0.0408
2024-10-05,Social Media,967,2985,778,0.326,106,33,0.0341
2024-10-05,Direct,2682,6887,2527,0.652,263,127,0.0474
2024-10-05,Referral,3095,9467,2906,0.58,76,141,0.0456
2024-10-05,Email,1637,6201,1405,0.359,156,39,0.0238
2024-10-06,Organic Search,134,500,107,0.449,126,5,0.0373
2024-10-06,Paid Search,3290,6594,2591,0.306,343,82,0.0249
2024-10-06,Social Media,2695,10287,2508,0.449,339,53,0.0197
2024-10-06,Direct,4088,13223,3679,0.652,311,80,0.0196
2024-10-06,Referral,2829,4437,2672,0.452,61,53,0.0187
2024-10-06,Email,3538,6836,3166,0.669,466,168,0.0475
2024-10-07,Organic Search,3101,12079,2744,0.334,280,141,0.0455
2024-10-07,Paid Search,4755,18640,4483,0.391,77,170,0.0358
2024-10-07,Social Media,4831,11380,4530,0.32,84,195,0.0404
2024-10-07,Direct,1488,2380,1207,0.667,84,43,0.0289
2024-10-07,Referral,3545,9608,3260,0.626,98,161,0.0454
2024-10-07,Email,2242,4801,1583,0.389,125,59,0.0263
2024-10-08,Organic Search,3491,8037,3207,0.458,399,132,0.0378
2024-10-08,Paid Search,2044,7735,1670,0.411,245,61,0.0298
2024-10-08,Social Media,4177,8740,3853,0.32,422,54,0.0129
2024-10-08,Direct,135,235,110,0.579,530,6,0.0444
2024-10-08,Referral,988,3159,793,0.662,305,10,0.0101
2024-10-08,Email,2222,4623,1706,0.668,599,99,0.0446
2024-10-09,Organic Search,2413,8505,1939,0.371,258,46,0.0191
2024-10-09,Paid Search,3254,11233,2395,0.429,78,99,0.0304
2024-10-09,Social Media,3194,10586,2315,0.45,438,98,0.0307
2024-10-09,Direct,2971,10017,2115,0.66,579,69,0.0232
2024-10-09,Referral,2030,6229,1907,0.395,571,53,0.0261
2024-10-09,Email,1632,4538,1187,0.332,189,21,0.0129
2024-10-10,Organic Search,2569,5608,2373,0.647,228,32,0.0125
2024-10-10,Paid Search,4458,10003,3595,0.425,176,111,0.0249
2024-10-10,Social Media,4510,13709,3306,0.382,320,54,0.012
2024-10-10,Direct,299,1129,278,0.642,280,9,0.0301
2024-10-10,Referral,2203,3791,2035,0.65,176,95,0.0431
2024-10-10,Email,2180,6780,1965,0.593,213,44,0.0202
2024-10-11,Organic Search,3065,10747,2234,0.375,203,99,0.0323
2024-10-11,Paid Search,4614,13418,3938,0.61,440,146,0.0316
2024-10-11,Social Media,1074,2672,989,0.47,411,13,0.0121
2024-10-11,Direct,2131,6855,1977,0.593,309,96,0.045
2024-10-11,Referral,331,599,266,0.345,524,4,0.0121
2024-10-11,Email,1402,3477,1171,0.552,547,46,0.0328
2024-10-12,Organic Search,1502,2384,1051,0.31,419,53,0.0353
2024-10-12,Paid Search,507,768,405,0.316,497,10,0.0197
2024-10-12,Social Media,4033,13956,3373,0.549,520,151,0.0374
2024-10-12,Direct,566,1714,528,0.696,364,20,0.0353
2024-10-12,Referral,1115,2529,868,0.524,492,32,0.0287
2024-10-12,Email,468,1736,377,0.409,505,15,0.0321
2024-10-13,Organic Search,4713,7348,4365,0.431,515,152,0.0323
2024-10-13,Paid Search,3166,7190,2422,0.397,275,152,0.048
2024-10-13,Social Media,4867,13342,3936,0.417,249,184,0.0378
2024-10-13,Direct,2402,7952,1855,0.389,508,76,0.0316
2024-10-13,Referral,4313,15413,3160,0.426,517,81,0.0188
2024-10-13,Email,2359,7544,1935,0.677,288,107,0.0454
2024-10-14,Organic Search,4538,10172,3295,0.422,353,220,0.0485
2024-10-14,Paid Search,3709,14001,2604,0.565,572,111,0.0299
2024-10-14,Social Media,3203,6162,2853,0.424,111,111,0.0347
2024-10-14,Direct,4099,6338,3025,0.642,260,123,0.03
2024-10-14,Referral,4028,9750,3684,0.502,90,44,0.0109
2024-10-14,Email,3658,8096,2695,0.335,176,76,0.0208
2024-10-15,Organic Search,840,3019,768,0.408,486,19,0.0226
2024-10-15,Paid Search,2854,10611,2026,0.694,518,115,0.0403
2024-10-15,Social Media,2291,8118,1779,0.687,558,79,0.0345
2024-10-15,Direct,3702,14530,3424,0.527,276,73,0.0197
2024-10-15,Referral,3245,6929,3010,0.537,467,124,0.0382
2024-10-15,Email,3692,12985,3480,0.368,526,41,0.0111
2024-10-16,Organic Search,3684,7153,2959,0.366,231,92,0.025
2024-10-16,Paid Search,4042,13693,2846,0.359,374,118,0.0292
2024-10-16,Social Media,4813,14797,4387,0.637,590,230,0.0478
2024-10-16,Direct,4241,13126,3044,0.678,475,105,0.0248
2024-10-16,Referral,2957,5309,2098,0.574,564,106,0.0358
2024-10-16,Email,4075,6810,3243,0.394,72,77,0.0189
2024-10-17,Organic Search,2089,5126,1683,0.661,532,36,0.0172
2024-10-17,Paid Search,1429,4755,1104,0.458,593,60,0.042
2024-10-17,Social Media,3350,8686,2792,0.55,256,88,0.0263
2024-10-17,Direct,2083,4004,1965,0.337,149,100,0.048
2024-10-17,Referral,1292,4514,922,0.461,192,14,0.0108
2024-10-17,Email,2910,6984,2503,0.59,428,96,0.033
2024-10-18,Organic Search,440,1006,343,0.66,382,21,0.0477
2024-10-18,Paid Search,1674,3976,1359,0.626,224,40,0.0239
2024-10-18,Social Media,2026,4731,1808,0.37,507,71,0.035
2024-10-18,Direct,4193,8392,3873,0.356,158,153,0.0365
2024-10-18,Referral,3702,8371,3030,0.575,315,122,0.033
2024-10-18,Email,149,301,119,0.377,125,6,0.0403
2024-10-19,Organic Search,4323,8066,3074,0.314,471,136,0.0315
2024-10-19,Paid Search,2070,3657,1651,0.364,289,101,0.0488
2024-10-19,Social Media,4093,9205,3181,0.399,274,119,0.0291
2024-10-19,Direct,2306,6643,1830,0.363,582,47,0.0204
2024-10-19,Referral,267,870,216,0.418,483,2,0.0075
2024-10-19,Email,2534,7496,2054,0.332,174,71,0.028
2024-10-20,Organic Search,3774,10901,2933,0.329,149,136,0.036
2024-10-20,Paid Search,851,3297,632,0.467,378,22,0.0259
2024-10-20,Social Media,4828,13774,4246,0.618,453,116,0.024
2024-10-20,Direct,2290,6342,1628,0.692,310,77,0.0336
2024-10-20,Referral,4849,7944,3915,0.464,568,109,0.0225
2024-10-20,Email,4935,14748,4614,0.699,110,88,0.0178
2024-10-21,Organic Search,568,963,401,0.657,100,15,0.0264
2024-10-21,Paid Search,2956,9783,2423,0.325,352,33,0.0112
2024-10-21,Social Media,818,2096,581,0.431,550,14,0.0171
2024-10-21,Direct,3781,13533,3463,0.332,564,87,0.023
2024-10-21,Referral,2365,5037,1799,0.57,384,117,0.0495
2024-10-21,Email,3908,12662,3630,0.514,318,59,0.0151
2024-10-22,Organic Search,4060,9362,3559,0.682,63,123,0.0303
2024-10-22,Paid Search,3917,8219,3209,0.419,209,182,0.0465
2024-10-22,Social Media,2703,7243,2325,0.336,351,50,0.0185
2024-10-22,Direct,4219,10135,3597,0.341,262,130,0.0308
2024-10-22,Referral,3169,6829,2942,0.541,61,151,0.0476
2024-10-22,Email,4605,15449,3873,0.619,272,198,0.043
2024-10-23,Organic Search,485,1871,373,0.692,161,9,0.0186
2024-10-23,Paid Search,1325,3172,977,0.422,294,22,0.0166
2024-10-23,Social Media,3238,5208,2506,0.676,96,76,0.0235
2024-10-23,Direct,2353,8862,1806,0.478,268,75,0.0319
2024-10-23,Referral,1988,5276,1681,0.392,436,27,0.0136
2024-10-23,Email,3289,11374,2559,0.425,286,117,0.0356
2024-10-24,Organic Search,2513,4701,1901,0.4,316,45,0.0179
2024-10-24,Paid Search,2391,6790,2144,0.53,129,71,0.0297
2024-10-24,Social Media,3761,13362,3108,0.509,488,86,0.0229
2024-10-24,Direct,2554,7804,1871,0.322,380,47,0.0184
2024-10-24,Referral,1701,5148,1331,0.373,291,51,0.03
2024-10-24,Email,4686,12684,3319,0.399,259,139,0.0297
2024-10-25,Organic Search,997,2751,797,0.43,231,12,0.012
2024-10-25,Paid Search,4957,17023,4480,0.5,324,227,0.0458
2024-10-25,Social Media,199,712,173,0.667,192,8,0.0402
2024-10-25,Direct,820,1555,741,0.603,466,17,0.0207
2024-10-25,Referral,2389,7047,2192,0.468,214,100,0.0419
2024-10-25,Email,4690,10890,3842,0.625,393,149,0.0318
2024-10-26,Organic Search,1297,3073,1021,0.487,347,61,0.047
2024-10-26,Paid Search,2204,5818,1988,0.572,221,56,0.0254
2024-10-26,Social Media,874,3247,798,0.457,105,14,0.016
2024-10-26,Direct,4242,9780,3958,0.48,376,177,0.0417
2024-10-26,Referral,2729,6062,2434,0.64,556,43,0.0158
2024-10-26,Email,3690,7023,3031,0.337,357,77,0.0209
2024-10-27,Organic Search,3159,5804,2864,0.358,435,87,0.0275
2024-10-27,Paid Search,2817,4668,2230,0.53,401,32,0.0114
2024-10-27,Social Media,623,1400,482,0.697,240,11,0.0177
2024-10-27,Direct,4162,10625,3375,0.52,398,101,0.0243
2024-10-27,Referral,431,856,333,0.369,185,14,0.0325
2024-10-27,Email,352,619,272,0.503,228,7,0.0199
2024-10-28,Organic Search,136,517,101,0.382,593,4,0.0294
2024-10-28,Paid Search,1022,1927,745,0.644,342,30,0.0294
2024-10-28,Social Media,4281,8196,3489,0.597,190,160,0.0374
2024-10-28,Direct,3517,5829,3267,0.466,107,150,0.0426
2024-10-28,Referral,1617,5646,1151,0.695,486,25,0.0155
2024-10-28,Email,4284,13352,3893,0.682,493,155,0.0362
2024-10-29,Organic Search,3696,9939,2879,0.484,188,78,0.0211
2024-10-29,Paid Search,653,2014,601,0.366,497,19,0.0291
2024-10-29,Social Media,2104,4032,1780,0.307,370,45,0.0214
2024-10-29,Direct,3884,10234,3109,0.661,226,184,0.0474
2024-10-29,Referral,156,340,113,0.569,79,4,0.0256
2024-10-29,Email,1327,4905,1103,0.358,269,60,0.0452
2024-10-30,Organic Search,2524,8122,2308,0.45,295,42,0.0166
2024-10-30,Paid Search,3586,7510,2736,0.442,288,71,0.0198
2024-10-30,Social Media,4945,9421,3856,0.611,229,197,0.0398
2024-10-30,Direct,2561,6997,1861,0.677,548,46,0.018
2024-10-30,Referral,2845,5584,2228,0.581,392,97,0.0341
2024-10-30,Email,4718,7098,4290,0.323,433,58,0.0123
2024-10-31,Organic Search,3157,5375,2861,0.561,598,151,0.0478
2024-10-31,Paid Search,2303,5159,1996,0.52,185,26,0.0113
2024-10-31,Social Media,1164,2306,971,0.641,508,30,0.0258
2024-10-31,Direct,1044,2298,732,0.642,314,46,0.0441
2024-10-31,Referral,3902,9553,2806,0.626,258,154,0.0395
2024-10-31,Email,2164,4677,1791,0.607,119,105,0.0485
2024-11-01,Organic Search,1992,6191,1477,0.495,291,68,0.0341
2024-11-01,Paid Search,1553,2533,1445,0.617,467,40,0.0258
2024-11-01,Social Media,880,3176,815,0.517,113,42,0.0477
2024-11-01,Direct,3769,12142,3247,0.519,476,57,0.0151
2024-11-01,Referral,1016,2381,733,0.606,531,17,0.0167
2024-11-01,Email,720,1252,615,0.678,335,22,0.0306
2024-11-02,Organic Search,3798,14917,2950,0.475,276,152,0.04
2024-11-02,Paid Search,1257,4074,993,0.331,72,47,0.0374
2024-11-02,Social Media,2157,7298,1639,0.605,533,94,0.0436
2024-11-02,Direct,989,2828,875,0.499,94,40,0.0404
2024-11-02,Referral,2646,4120,2485,0.557,371,114,0.0431
2024-11-02,Email,152,339,108,0.616,270,4,0.0263
2024-11-03,Organic Search,1014,3844,943,0.305,152,50,0.0493
2024-11-03,Paid Search,3013,7193,2557,0.646,382,36,0.0119
2024-11-03,Social Media,187,727,177,0.427,108,2,0.0107
2024-11-03,Direct,3069,9048,2435,0.366,556,147,0.0479
2024-11-03,Referral,1588,3081,1261,0.406,199,20,0.0126
2024-11-03,Email,1696,5051,1204,0.484,223,54,0.0318
2024-11-04,Organic Search,1132,3542,1036,0.454,167,53,0.0468
2024-11-04,Paid Search,1562,3172,1431,0.427,175,68,0.0435
2024-11-04,Social Media,1756,3348,1395,0.415,451,67,0.0382
2024-11-04,Direct,1633,3189,1510,0.335,338,30,0.0184
2024-11-04,Referral,3375,9249,2530,0.53,508,148,0.0439
2024-11-04,Email,3496,12546,2481,0.559,99,56,0.016
2024-11-05,Organic Search,1495,2289,1169,0.368,399,74,0.0495
2024-11-05,Paid Search,395,1091,320,0.658,437,19,0.0481
2024-11-05,Social Media,2727,6697,2058,0.396,510,34,0.0125
2024-11-05,Direct,1991,7488,1687,0.599,161,54,0.0271
2024-11-05,Referral,2946,10227,2504,0.579,192,51,0.0173
2024-11-05,Email,4882,14057,4058,0.426,373,137,0.0281
2024-11-06,Organic Search,4159,13705,3212,0.456,435,195,0.0469
2024-11-06,Paid Search,1378,4821,1052,0.521,381,62,0.045
2024-11-06,Social Media,3105,6662,2823,0.422,151,80,0.0258
2024-11-06,Direct,2719,4965,1975,0.473,422,57,0.021
2024-11-06,Referral,3068,8525,2748,0.594,230,120,0.0391
2024-11-06,Email,3646,12236,2553,0.335,307,182,0.0499
2024-11-07,Organic Search,799,1884,750,0.421,403,21,0.0263
2024-11-07,Paid Search,4514,14711,3695,0.545,516,122,0.027
2024-11-07,Social Media,114,240,98,0.619,514,1,0.0088
2024-11-07,Direct,2158,4739,2022,0.362,146,33,0.0153
2024-11-07,Referral,3592,14229,3295,0.353,116,36,0.01
2024-11-07,Email,1911,5207,1405,0.347,570,69,0.0361
2024-11-08,Organic Search,4551,7237,4234,0.45,354,54,0.0119
2024-11-08,Paid Search,2960,5729,2442,0.613,538,102,0.0345
2024-11-08,Social Media,821,1855,722,0.567,74,17,0.0207
2024-11-08,Direct,977,3634,826,0.453,498,40,0.0409
2024-11-08,Referral,1464,2735,1362,0.342,100,62,0.0423
2024-11-08,Email,1679,6711,1234,0.545,225,34,0.0203
2024-11-09,Organic Search,4072,9126,3200,0.521,282,167,0.041
2024-11-09,Paid Search,3517,8718,3081,0.541,75,166,0.0472
2024-11-09,Social Media,2323,4509,1897,0.571,381,80,0.0344
2024-11-09,Direct,1636,6253,1392,0.47,120,68,0.0416
2024-11-09,Referral,1758,6720,1551,0.604,277,79,0.0449
2024-11-09,Email,1976,6344,1415,0.316,219,58,0.0294
2024-11-10,Organic Search,1854,5267,1734,0.578,584,77,0.0415
2024-11-10,Paid Search,786,1656,733,0.404,128,9,0.0115
2024-11-10,Social Media,996,3581,820,0.641,500,48,0.0482
2024-11-10,Direct,2311,7279,1833,0.605,373,33,0.0143
2024-11-10,Referral,3979,11129,3690,0.687,544,48,0.0121
2024-11-10,Email,4082,11973,3467,0.616,260,145,0.0355
2024-11-11,Organic Search,237,902,224,0.377,265,3,0.0127
2024-11-11,Paid Search,4331,9498,4070,0.578,261,67,0.0155
2024-11-11,Social Media,1290,2693,1122,0.658,156,61,0.0473
2024-11-11,Direct,1176,4668,874,0.518,183,48,0.0408
2024-11-11,Referral,928,3456,674,0.408,151,18,0.0194
2024-11-11,Email,2802,7383,2194,0.635,146,33,0.0118
2024-11-12,Organic Search,362,811,271,0.68,567,4,0.011
2024-11-12,Paid Search,1802,2903,1336,0.539,213,57,0.0316
2024-11-12,Social Media,3578,8919,2594,0.617,383,59,0.0165
2024-11-12,Direct,2825,7263,2143,0.505,117,114,0.0404
2024-11-12,Referral,2272,3848,1948,0.304,238,86,0.0379
2024-11-12,Email,1916,5385,1695,0.397,286,32,0.0167
2024-11-13,Organic Search,2899,5682,2183,0.335,302,111,0.0383
2024-11-13,Paid Search,2506,8998,2294,0.315,366,75,0.0299
2024-11-13,Social Media,2653,5142,2420,0.628,234,89,0.0335
2024-11-13,Direct,1656,4068,1163,0.31,194,55,0.0332
2024-11-13,Referral,1551,2884,1450,0.349,267,58,0.0374
2024-11-13,Email,2489,5069,2099,0.503,452,36,0.0145
2024-11-14,Organic Search,1274,4936,908,0.604,564,31,0.0243
2024-11-14,Paid Search,2253,7068,1854,0.642,332,92,0.0408
2024-11-14,Social Media,957,3778,730,0.373,236,47,0.0491
2024-11-14,Direct,4327,9330,3737,0.478,436,150,0.0347
2024-11-14,Referral,1655,3171,1564,0.67,584,64,0.0387
2024-11-14,Email,145,239,124,0.41,126,2,0.0138
2024-11-15,Organic Search,3749,13592,3326,0.697,312,82,0.0219
2024-11-15,Paid Search,2224,6075,2027,0.424,213,58,0.0261
2024-11-15,Social Media,370,591,307,0.439,324,6,0.0162
2024-11-15,Direct,4415,8726,4085,0.506,379,120,0.0272
2024-11-15,Referral,1872,5269,1568,0.584,566,36,0.0192
2024-11-15,Email,1814,4233,1653,0.358,210,19,0.0105
2024-11-16,Organic Search,4039,7112,3690,0.316,453,147,0.0364
2024-11-16,Paid Search,3506,7720,3054,0.515,597,155,0.0442
2024-11-16,Social Media,4792,16143,3979,0.382,63,162,0.0338
2024-11-16,Direct,1826,4209,1572,0.655,424,70,0.0383
2024-11-16,Referral,1369,4489,1205,0.371,99,27,0.0197
2024-11-16,Email,2892,8100,2606,0.499,63,135,0.0467
2024-11-17,Organic Search,3720,7937,2788,0.65,158,76,0.0204
2024-11-17,Paid Search,316,1177,248,0.437,241,7,0.0222
2024-11-17,Social Media,3406,5137,2531,0.653,274,151,0.0443
2024-11-17,Direct,699,1846,625,0.401,116,32,0.0458
